model	d	lambda	eta_max	eta_used	iters	max_diff_AD_analytic	max_diff_GD_ClosedForm	MSE	R2
Ridge	5	1.6681	0.223584	0.111792	30	1.11022e-16	7.70947e-09	0.0631038	0.262
Ridge	5	27.8256	0.0326476	0.0163238	6	1.11022e-16	4.87828e-10	0.0836457	0.0217624
Ridge	5	464.159	0.0021415	0.00107075	3	1.11022e-16	1.3532e-11	0.0871581	-0.0193141
Ridge	5	7742.64	0.000129108	6.45541e-05	2	1.11022e-16	6.92124e-13	0.0873905	-0.0220329
Ridge	5	129155	7.74247e-06	3.87123e-06	2	1.11022e-16	1.49231e-16	0.0874045	-0.0221969
Ridge	5	2.15443e+06	4.64158e-07	2.32079e-07	2	1.11022e-16	3.21078e-20	0.0874054	-0.0222067
Ridge	5	3.59381e+07	2.78256e-08	1.39128e-08	1	1.11022e-16	1.72019e-16	0.0874054	-0.0222073
Ridge	5	5.99484e+08	1.6681e-09	8.3405e-10	1	1.11022e-16	6.18206e-19	0.0874054	-0.0222073
Ridge	5	1e+10	1e-10	5e-11	1	1.11022e-16	2.22173e-21	0.0874054	-0.0222073
OLS	6	0	0.338594	0.169297	10000	1.11022e-16	0.00429433	0.0185517	0.783037
Ridge	6	0.1	0.327505	0.163753	356	1.11022e-16	2.27562e-07	0.0378158	0.557743
Ridge	6	1.6681	0.216381	0.10819	31	1.11022e-16	8.17087e-09	0.0639476	0.252132
Ridge	6	27.8256	0.0324897	0.0162449	7	1.11022e-16	9.36207e-11	0.0831086	0.0280443
Ridge	6	464.159	0.00214081	0.00107041	3	1.11022e-16	2.18862e-11	0.0871118	-0.0187733
Ridge	6	7742.64	0.000129106	6.45529e-05	2	1.11022e-16	7.86362e-13	0.0873877	-0.0219997
Ridge	6	129155	7.74246e-06	3.87123e-06	2	1.11022e-16	1.69541e-16	0.0874044	-0.0221949
Ridge	6	2.15443e+06	4.64158e-07	2.32079e-07	2	1.11022e-16	3.65018e-20	0.0874054	-0.0222066
Ridge	6	3.59381e+07	2.78256e-08	1.39128e-08	1	1.11022e-16	1.06602e-16	0.0874054	-0.0222073
Ridge	6	5.99484e+08	1.6681e-09	8.3405e-10	1	1.11022e-16	3.83109e-19	0.0874054	-0.0222073
Ridge	6	1e+10	1e-10	5e-11	1	1.11022e-16	1.37683e-21	0.0874054	-0.0222073
OLS	7	0	0.269523	0.134762	10000	1.11022e-16	0.166905	0.0186105	0.78235
Ridge	7	0.1	0.26245	0.131225	437	1.11022e-16	2.88038e-07	0.0378197	0.557698
Ridge	7	1.6681	0.185931	0.0929653	36	1.11022e-16	1.48172e-08	0.063948	0.252127
Ridge	7	27.8256	0.0317099	0.015855	7	1.11022e-16	4.1044e-10	0.0831051	0.0280852
Ridge	7	464.159	0.00213735	0.00106867	3	1.11022e-16	4.60843e-11	0.0871114	-0.0187684
Ridge	7	7742.64	0.000129093	6.45466e-05	2	1.11022e-16	1.49089e-12	0.0873877	-0.0219994
Ridge	7	129155	7.74241e-06	3.87121e-06	2	1.11022e-16	3.21513e-16	0.0874044	-0.0221948
Ridge	7	2.15443e+06	4.64158e-07	2.32079e-07	2	1.11022e-16	6.92979e-20	0.0874054	-0.0222066
Ridge	7	3.59381e+07	2.78256e-08	1.39128e-08	1	1.11022e-16	2.26853e-16	0.0874054	-0.0222073
Ridge	7	5.99484e+08	1.6681e-09	8.3405e-10	1	1.11022e-16	8.15268e-19	0.0874054	-0.0222073
Ridge	7	1e+10	1e-10	5e-11	1	1.11022e-16	2.92992e-21	0.0874054	-0.0222073
OLS	8	0	0.25188	0.12594	10000	1.66533e-16	6.57821	0.0191553	0.775979
Ridge	8	0.1	0.245692	0.122846	471	1.66533e-16	2.78693e-07	0.0369402	0.567984
Ridge	8	1.6681	0.17736	0.0886802	37	1.66533e-16	1.76295e-08	0.0644841	0.245858
Ridge	8	27.8256	0.0314508	0.0157254	7	1.66533e-16	7.50276e-10	0.0828378	0.031211
Ridge	8	464.159	0.00213616	0.00106808	4	1.66533e-16	5.62922e-13	0.0870825	-0.0184306
Ridge	8	7742.64	0.000129089	6.45444e-05	2	1.66533e-16	1.8928e-12	0.0873859	-0.0219785
Ridge	8	129155	7.7424e-06	3.8712e-06	2	1.66533e-16	4.08195e-16	0.0874043	-0.0221936
Ridge	8	2.15443e+06	4.64158e-07	2.32079e-07	2	1.66533e-16	8.79855e-20	0.0874054	-0.0222065
Ridge	8	3.59381e+07	2.78256e-08	1.39128e-08	1	1.66533e-16	1.95736e-16	0.0874054	-0.0222073
Ridge	8	5.99484e+08	1.6681e-09	8.3405e-10	1	1.66533e-16	7.03439e-19	0.0874054	-0.0222073
Ridge	8	1e+10	1e-10	5e-11	1	1.66533e-16	2.52804e-21	0.0874054	-0.0222073
OLS	9	0	0.214844	0.107422	10000	1.66533e-16	6.69669	0.0193662	0.773512
Ridge	9	0.1	0.210325	0.105163	545	1.66533e-16	3.20676e-07	0.0369331	0.568067
Ridge	9	1.6681	0.158162	0.0790809	42	1.66533e-16	2.06339e-08	0.0644885	0.245807
Ridge	9	27.8256	0.0307881	0.015394	8	1.66533e-16	2.8442e-10	0.0828362	0.0312301
Ridge	9	464.159	0.00213304	0.00106652	4	1.66533e-16	1.08947e-12	0.0870822	-0.0184267
Ridge	9	7742.64	0.000129077	6.45387e-05	2	1.66533e-16	2.85087e-12	0.0873859	-0.0219782
Ridge	9	129155	7.74236e-06	3.87118e-06	2	1.66533e-16	6.14931e-16	0.0874043	-0.0221936
Ridge	9	2.15443e+06	4.64158e-07	2.32079e-07	2	1.66533e-16	1.32614e-19	0.0874054	-0.0222065
Ridge	9	3.59381e+07	2.78256e-08	1.39128e-08	1	1.66533e-16	3.04293e-16	0.0874054	-0.0222073
Ridge	9	5.99484e+08	1.6681e-09	8.3405e-10	1	1.66533e-16	1.09357e-18	0.0874054	-0.0222073
Ridge	9	1e+10	1e-10	5e-11	1	1.66533e-16	3.93009e-21	0.0874054	-0.0222073
OLS	10	0	0.199693	0.0998466	10000	1.66533e-16	22.5086	0.0187872	0.780283
Ridge	10	0.1	0.195784	0.0978918	571	1.66533e-16	3.30571e-07	0.0369202	0.568218
Ridge	10	1.6681	0.149795	0.0748976	44	1.66533e-16	2.21859e-08	0.0646734	0.243644
Ridge	10	27.8256	0.0304569	0.0152285	8	1.66533e-16	5.15305e-10	0.0827034	0.0327825
Ridge	10	464.159	0.00213144	0.00106572	4	1.66533e-16	1.67227e-12	0.0870628	-0.0182003
Ridge	10	7742.64	0.000129071	6.45357e-05	2	1.66533e-16	3.62097e-12	0.0873846	-0.021964
Ridge	10	129155	7.74234e-06	3.87117e-06	2	1.66533e-16	7.81092e-16	0.0874042	-0.0221927
Ridge	10	2.15443e+06	4.64158e-07	2.32079e-07	2	1.66533e-16	1.68295e-19	0.0874054	-0.0222064
Ridge	10	3.59381e+07	2.78256e-08	1.39128e-08	1	1.66533e-16	2.99533e-16	0.0874054	-0.0222073
Ridge	10	5.99484e+08	1.6681e-09	8.3405e-10	1	1.66533e-16	1.07647e-18	0.0874054	-0.0222073
Ridge	10	1e+10	1e-10	5e-11	1	1.66533e-16	3.86863e-21	0.0874054	-0.0222073
OLS	11	0	0.177168	0.0885839	10000	1.66533e-16	22.4409	0.0189742	0.778097
Ridge	11	0.1	0.174084	0.0870418	637	1.66533e-16	3.70439e-07	0.0369068	0.568374
Ridge	11	1.6681	0.136753	0.0683764	49	1.66533e-16	2.17469e-08	0.064678	0.243591
Ridge	11	27.8256	0.0298775	0.0149388	8	1.66533e-16	1.20279e-09	0.0827038	0.0327784
Ridge	11	464.159	0.00212855	0.00106428	4	1.66533e-16	2.75215e-12	0.0870626	-0.0181978
Ridge	11	7742.64	0.000129061	6.45304e-05	2	1.66533e-16	4.87139e-12	0.0873846	-0.0219638
Ridge	11	129155	7.7423e-06	3.87115e-06	2	1.66533e-16	1.05101e-15	0.0874042	-0.0221927
Ridge	11	2.15443e+06	4.64158e-07	2.32079e-07	2	1.66533e-16	2.26409e-19	0.0874054	-0.0222064
Ridge	11	3.59381e+07	2.78256e-08	1.39128e-08	1	1.66533e-16	4.0035e-16	0.0874054	-0.0222073
Ridge	11	5.99484e+08	1.6681e-09	8.3405e-10	1	1.66533e-16	1.43878e-18	0.0874054	-0.0222073
Ridge	11	1e+10	1e-10	5e-11	1	1.66533e-16	5.17071e-21	0.0874054	-0.0222073
OLS	12	0	0.164922	0.082461	10000	1.66533e-16	78.7566	0.0189246	0.778676
Ridge	12	0.1	0.162246	0.0811231	663	1.66533e-16	4.29824e-07	0.0369768	0.567556
Ridge	12	1.6681	0.12934	0.0646699	52	1.66533e-16	2.22915e-08	0.0646645	0.243749
Ridge	12	27.8256	0.029508	0.014754	9	1.66533e-16	3.50322e-10	0.0826414	0.0335083
Ridge	12	464.159	0.00212665	0.00106333	4	1.66533e-16	4.02131e-12	0.0870489	-0.0180372
Ridge	12	7742.64	0.000129054	6.4527e-05	3	1.66533e-16	4.41781e-15	0.0873837	-0.0219535
Ridge	12	129155	7.74227e-06	3.87114e-06	2	1.66533e-16	1.30633e-15	0.0874041	-0.0221921
Ridge	12	2.15443e+06	4.64158e-07	2.32079e-07	2	1.66533e-16	2.81466e-19	0.0874054	-0.0222064
Ridge	12	3.59381e+07	2.78256e-08	1.39128e-08	1	1.66533e-16	4.14459e-16	0.0874054	-0.0222073
Ridge	12	5.99484e+08	1.6681e-09	8.3405e-10	1	1.66533e-16	1.48949e-18	0.0874054	-0.0222073
Ridge	12	1e+10	1e-10	5e-11	1	1.66533e-16	5.35296e-21	0.0874054	-0.0222073
OLS	13	0	0.14986	0.0749299	10000	1.66533e-16	78.7522	0.0190081	0.7777
Ridge	13	0.1	0.147647	0.0738236	724	1.66533e-16	4.66772e-07	0.0369654	0.56769
Ridge	13	1.6681	0.11989	0.0599448	56	1.66533e-16	2.62251e-08	0.0646676	0.243711
Ridge	13	27.8256	0.0289868	0.0144934	9	1.66533e-16	7.36712e-10	0.0826433	0.033486
Ridge	13	464.159	0.0021239	0.00106195	4	1.66533e-16	5.99463e-12	0.0870488	-0.0180362
Ridge	13	7742.64	0.000129044	6.45219e-05	3	1.66533e-16	6.02144e-15	0.0873837	-0.0219534
Ridge	13	129155	7.74224e-06	3.87112e-06	2	1.66533e-16	1.64858e-15	0.0874041	-0.0221921
Ridge	13	2.15443e+06	4.64157e-07	2.32079e-07	2	1.66533e-16	3.55198e-19	0.0874054	-0.0222064
Ridge	13	3.59381e+07	2.78256e-08	1.39128e-08	1	1.66533e-16	5.10817e-16	0.0874054	-0.0222073
Ridge	13	5.99484e+08	1.6681e-09	8.3405e-10	1	1.66533e-16	1.83578e-18	0.0874054	-0.0222073
Ridge	13	1e+10	1e-10	5e-11	1	1.66533e-16	6.59746e-21	0.0874054	-0.0222073
OLS	14	0	0.140132	0.070066	10000	1.66533e-16	343.865	0.0196786	0.769859
Ridge	14	0.1	0.138196	0.0690978	765	1.66533e-16	5.17297e-07	0.0369419	0.567965
Ridge	14	1.6681	0.113582	0.0567909	60	1.66533e-16	2.4551e-08	0.0645699	0.244854
Ridge	14	27.8256	0.0286027	0.0143014	9	1.66533e-16	1.24552e-09	0.0826188	0.0337729
Ridge	14	464.159	0.00212181	0.00106091	4	1.66533e-16	8.39039e-12	0.0870386	-0.0179168
Ridge	14	7742.64	0.000129036	6.4518e-05	3	1.66533e-16	7.92413e-15	0.0873831	-0.0219457
Ridge	14	129155	7.74221e-06	3.8711e-06	2	1.66533e-16	1.9994e-15	0.0874041	-0.0221916
Ridge	14	2.15443e+06	4.64157e-07	2.32079e-07	2	1.66533e-16	4.30769e-19	0.0874054	-0.0222064
Ridge	14	3.59381e+07	2.78256e-08	1.39128e-08	1	1.66533e-16	5.38227e-16	0.0874054	-0.0222073
Ridge	14	5.99484e+08	1.6681e-09	8.3405e-10	1	1.66533e-16	1.93429e-18	0.0874054	-0.0222073
Ridge	14	1e+10	1e-10	5e-11	1	1.66533e-16	6.95148e-21	0.0874054	-0.0222073
OLS	15	0	0.129344	0.0646719	10000	1.66533e-16	343.268	0.0196951	0.769665
Ridge	15	0.1	0.127692	0.0638461	823	1.66533e-16	5.56185e-07	0.0369348	0.568047
Ridge	15	1.6681	0.106389	0.0531947	64	1.66533e-16	2.74236e-08	0.0645716	0.244835
Ridge	15	27.8256	0.0281239	0.014062	10	1.66533e-16	4.73482e-10	0.0826217	0.0337383
Ridge	15	464.159	0.00211914	0.00105957	4	1.66533e-16	1.17185e-11	0.0870386	-0.0179172
Ridge	15	7742.64	0.000129026	6.45131e-05	3	1.66533e-16	1.02699e-14	0.0873831	-0.0219457
Ridge	15	129155	7.74217e-06	3.87109e-06	2	1.66533e-16	2.42281e-15	0.0874041	-0.0221916
Ridge	15	2.15443e+06	4.64157e-07	2.32079e-07	2	1.66533e-16	5.2205e-19	0.0874054	-0.0222064
Ridge	15	3.59381e+07	2.78256e-08	1.39128e-08	1	1.66533e-16	6.32219e-16	0.0874054	-0.0222073
Ridge	15	5.99484e+08	1.6681e-09	8.3405e-10	1	1.66533e-16	2.27208e-18	0.0874054	-0.0222073
Ridge	15	1e+10	1e-10	5e-11	1	1.66533e-16	8.16543e-21	0.0874054	-0.0222073
