d	lambda	params	MSE	R2
4	27.8256	[0.000614513, -0.00732422, 0.00059912, -0.00546006]	0.0962285	0.047344
4	464.159	[4.07641e-05, -0.000464518, 3.92724e-05, -0.00035257]	0.101028	-0.00016633
4	7742.64	[2.45915e-06, -2.7945e-05, 2.36753e-06, -2.12332e-05]	0.101346	-0.00331563
4	129155	[1.47478e-07, -1.67561e-06, 1.41977e-07, -1.27325e-06]	0.101365	-0.00350561
4	2.15443e+06	[8.84125e-09, -1.00451e-07, 8.51149e-09, -7.63303e-08]	0.101366	-0.003517
4	3.59381e+07	[5.30019e-10, -6.02191e-09, 5.10251e-10, -4.57589e-09]	0.101366	-0.00351768
4	5.99484e+08	[3.17738e-11, -3.61004e-10, 3.05887e-11, -2.74317e-10]	0.101366	-0.00351772
4	1e+10	[1.90479e-12, -2.16416e-11, 1.83375e-12, -1.64449e-11]	0.101366	-0.00351773
5	0.1	[-0.0069556, -0.273643, 0.0109564, 0.0885602, 0.00357574]	0.0452654	0.551876
5	1.6681	[0.00272874, -0.0675892, 0.00342456, -0.0372796, 0.00254669]	0.0687184	0.319693
5	27.8256	[0.000601189, -0.00732374, 0.000583076, -0.00545969, 0.000487634]	0.0962136	0.0474919
5	464.159	[4.07061e-05, -0.000464515, 3.92033e-05, -0.000352568, 3.30975e-05]	0.101026	-0.000153534
5	7742.64	[2.45893e-06, -2.7945e-05, 2.36728e-06, -2.12332e-05, 1.99974e-06]	0.101346	-0.00331484
5	129155	[1.47477e-07, -1.67561e-06, 1.41976e-07, -1.27325e-06, 1.19938e-07]	0.101365	-0.00350556
5	2.15443e+06	[8.84124e-09, -1.00451e-07, 8.51149e-09, -7.63303e-08, 7.19029e-09]	0.101366	-0.003517
5	3.59381e+07	[5.30019e-10, -6.02191e-09, 5.10251e-10, -4.57589e-09, 4.31047e-10]	0.101366	-0.00351768
5	5.99484e+08	[3.17738e-11, -3.61004e-10, 3.05887e-11, -2.74317e-10, 2.58406e-11]	0.101366	-0.00351772
5	1e+10	[1.90479e-12, -2.16416e-11, 1.83375e-12, -1.64449e-11, 1.5491e-12]	0.101366	-0.00351773
6	0.1	[-0.00867007, -0.287392, 0.0101914, 0.00930478, 0.00504073, 0.102111]	0.0418209	0.585976
6	1.6681	[0.00269386, -0.0636425, 0.00342828, -0.0324131, 0.00252957, -0.0170725]	0.0689894	0.31701
6	27.8256	[0.000596458, -0.00719722, 0.00058043, -0.0053191, 0.000485343, -0.00425131]	0.0951882	0.0576429
6	464.159	[4.06835e-05, -0.000463968, 3.91899e-05, -0.000351964, 3.3086e-05, -0.000286901]	0.100943	0.000675185
6	7742.64	[2.45885e-06, -2.7943e-05, 2.36723e-06, -2.1231e-05, 1.9997e-06, -1.73265e-05]	0.10134	-0.00326421
6	129155	[1.47476e-07, -1.6756e-06, 1.41976e-07, -1.27324e-06, 1.19938e-07, -1.03915e-06]	0.101365	-0.00350252
6	2.15443e+06	[8.84124e-09, -1.00451e-07, 8.51149e-09, -7.63303e-08, 7.19029e-09, -6.22973e-08]	0.101366	-0.00351682
6	3.59381e+07	[5.30019e-10, -6.02191e-09, 5.10251e-10, -4.57589e-09, 4.31047e-10, -3.73463e-09]	0.101366	-0.00351767
6	5.99484e+08	[3.17738e-11, -3.61004e-10, 3.05887e-11, -2.74317e-10, 2.58406e-11, -2.23885e-10]	0.101366	-0.00351772
6	1e+10	[1.90479e-12, -2.16416e-11, 1.83375e-12, -1.64449e-11, 1.5491e-12, -1.34216e-11]	0.101366	-0.00351773
7	0.1	[-0.00871711, -0.287385, 0.0103197, 0.00930494, 0.00532625, 0.102105, -0.000405748]	0.0418198	0.585986
7	1.6681	[0.0025315, -0.0636441, 0.00315603, -0.0324127, 0.00220172, -0.01707, 0.00128957]	0.0689895	0.317009
7	27.8256	[0.000587245, -0.00719695, 0.000568656, -0.00531887, 0.00047269, -0.00425111, 0.00038886]	0.0951751	0.0577726
7	464.159	[4.06398e-05, -0.000463966, 3.9135e-05, -0.000351962, 3.30275e-05, -0.0002869, 2.77012e-05]	0.100941	0.000687739
7	7742.64	[2.45869e-06, -2.7943e-05, 2.36703e-06, -2.1231e-05, 1.99949e-06, -1.73265e-05, 1.67897e-06]	0.10134	-0.00326343
7	129155	[1.47476e-07, -1.6756e-06, 1.41976e-07, -1.27324e-06, 1.19937e-07, -1.03915e-06, 1.00718e-07]	0.101365	-0.00350247
7	2.15443e+06	[8.84124e-09, -1.00451e-07, 8.51148e-09, -7.63303e-08, 7.19028e-09, -6.22973e-08, 6.03812e-09]	0.101366	-0.00351681
7	3.59381e+07	[5.30019e-10, -6.02191e-09, 5.10251e-10, -4.57589e-09, 4.31047e-10, -3.73463e-09, 3.61977e-10]	0.101366	-0.00351767
7	5.99484e+08	[3.17738e-11, -3.61004e-10, 3.05887e-11, -2.74317e-10, 2.58406e-11, -2.23885e-10, 2.16999e-11]	0.101366	-0.00351772
7	1e+10	[1.90479e-12, -2.16416e-11, 1.83375e-12, -1.64449e-11, 1.5491e-12, -1.34216e-11, 1.30088e-12]	0.101366	-0.00351773
8	0.1	[-0.00977747, -0.282261, 0.0097206, -0.0141488, 0.00554077, 0.0561398, 0.000526516, 0.0696922]	0.0413827	0.590314
8	1.6681	[0.00254577, -0.0626095, 0.0031696, -0.0309947, 0.00219969, -0.0154379, 0.0012732, -0.00673372]	0.0692883	0.31405
8	27.8256	[0.000584913, -0.00710486, 0.000567462, -0.0052123, 0.000471396, -0.00413893, 0.000387288, -0.00345458]	0.0945326	0.064134
8	464.159	[4.06269e-05, -0.000463535, 3.91277e-05, -0.000351468, 3.302e-05, -0.000286382, 2.76928e-05, -0.000244048]	0.100881	0.0012871
8	7742.64	[2.45864e-06, -2.79414e-05, 2.367e-06, -2.12292e-05, 1.99946e-06, -1.73246e-05, 1.67894e-06, -1.47815e-05]	0.101337	-0.00322649
8	129155	[1.47476e-07, -1.6756e-06, 1.41975e-07, -1.27323e-06, 1.19937e-07, -1.03915e-06, 1.00718e-07, -8.86676e-07]	0.101364	-0.00350026
8	2.15443e+06	[8.84124e-09, -1.00451e-07, 8.51148e-09, -7.63303e-08, 7.19028e-09, -6.22973e-08, 6.03812e-09, -5.31568e-08]	0.101366	-0.00351668
8	3.59381e+07	[5.30019e-10, -6.02191e-09, 5.10251e-10, -4.57589e-09, 4.31047e-10, -3.73463e-09, 3.61977e-10, -3.18667e-09]	0.101366	-0.00351766
8	5.99484e+08	[3.17738e-11, -3.61004e-10, 3.05887e-11, -2.74317e-10, 2.58406e-11, -2.23885e-10, 2.16999e-11, -1.91036e-10]	0.101366	-0.00351772
8	1e+10	[1.90479e-12, -2.16416e-11, 1.83375e-12, -1.64449e-11, 1.5491e-12, -1.34216e-11, 1.30088e-12, -1.14523e-11]	0.101366	-0.00351773
9	0.1	[-0.00984823, -0.282255, 0.00976934, -0.0141471, 0.00575488, 0.0561367, 0.000883122, 0.0696856, -0.000601214]	0.041381	0.590331
9	1.6681	[0.00250033, -0.0626111, 0.00308033, -0.030995, 0.00208393, -0.0154369, 0.00114139, -0.00673186, 0.000586735]	0.0692888	0.314045
9	27.8256	[0.000578224, -0.0071047, 0.000558544, -0.00521213, 0.000461523, -0.00413877, 0.000377003, -0.00345442, 0.000321954]	0.0945223	0.0642357
9	464.159	[4.05922e-05, -0.000463534, 3.90825e-05, -0.000351467, 3.29706e-05, -0.000286381, 2.76416e-05, -0.000244047, 2.41082e-05]	0.10088	0.00129831
9	7742.64	[2.45852e-06, -2.79414e-05, 2.36683e-06, -2.12291e-05, 1.99928e-06, -1.73246e-05, 1.67875e-06, -1.47815e-05, 1.46596e-06]	0.101337	-0.00322579
9	129155	[1.47475e-07, -1.6756e-06, 1.41975e-07, -1.27323e-06, 1.19936e-07, -1.03915e-06, 1.00717e-07, -8.86676e-07, 8.79573e-08]	0.101364	-0.00350021
9	2.15443e+06	[8.84124e-09, -1.00451e-07, 8.51148e-09, -7.63303e-08, 7.19028e-09, -6.22973e-08, 6.03812e-09, -5.31568e-08, 5.27317e-09]	0.101366	-0.00351668
9	3.59381e+07	[5.30019e-10, -6.02191e-09, 5.10251e-10, -4.57589e-09, 4.31047e-10, -3.73463e-09, 3.61977e-10, -3.18667e-09, 3.16119e-10]	0.101366	-0.00351766
9	5.99484e+08	[3.17738e-11, -3.61004e-10, 3.05887e-11, -2.74317e-10, 2.58406e-11, -2.23885e-10, 2.16999e-11, -1.91036e-10, 1.89509e-11]	0.101366	-0.00351772
9	1e+10	[1.90479e-12, -2.16416e-11, 1.83375e-12, -1.64449e-11, 1.5491e-12, -1.34216e-11, 1.30088e-12, -1.14523e-11, 1.13607e-12]	0.101366	-0.00351773
10	0.1	[-0.0102453, -0.277688, 0.00954495, -0.0188651, 0.00573482, 0.0422995, 0.00105003, 0.048257, -0.000278728, 0.0381976]	0.041584	0.588322
10	1.6681	[0.00250492, -0.0624936, 0.0030837, -0.0308161, 0.00208439, -0.0152185, 0.00113935, -0.00648828, 0.000582845, -0.00113978]	0.0693488	0.313452
10	27.8256	[0.000577073, -0.00703552, 0.000558033, -0.00512959, 0.000460733, -0.0040499, 0.000375848, -0.00336268, 0.000320506, -0.00288608]	0.094103	0.0683863
10	464.159	[4.05844e-05, -0.000463181, 3.90782e-05, -0.000351052, 3.29653e-05, -0.000285939, 2.76348e-05, -0.000243593, 2.41002e-05, -0.000213647]	0.100834	0.00175366
10	7742.64	[2.45849e-06, -2.79401e-05, 2.36682e-06, -2.12276e-05, 1.99926e-06, -1.73229e-05, 1.67872e-06, -1.47798e-05, 1.46593e-06, -1.29791e-05]	0.101334	-0.00319747
10	129155	[1.47475e-07, -1.67559e-06, 1.41975e-07, -1.27323e-06, 1.19936e-07, -1.03914e-06, 1.00717e-07, -8.8667e-07, 8.79572e-08, -7.78696e-07]	0.101364	-0.00349851
10	2.15443e+06	[8.84124e-09, -1.00451e-07, 8.51148e-09, -7.63303e-08, 7.19028e-09, -6.22973e-08, 6.03812e-09, -5.31568e-08, 5.27317e-09, -4.66839e-08]	0.101366	-0.00351658
10	3.59381e+07	[5.30019e-10, -6.02191e-09, 5.10251e-10, -4.57589e-09, 4.31047e-10, -3.73463e-09, 3.61977e-10, -3.18667e-09, 3.16119e-10, -2.79863e-09]	0.101366	-0.00351766
10	5.99484e+08	[3.17738e-11, -3.61004e-10, 3.05887e-11, -2.74317e-10, 2.58406e-11, -2.23885e-10, 2.16999e-11, -1.91036e-10, 1.89509e-11, -1.67774e-10]	0.101366	-0.00351772
10	1e+10	[1.90479e-12, -2.16416e-11, 1.83375e-12, -1.64449e-11, 1.5491e-12, -1.34216e-11, 1.30088e-12, -1.14523e-11, 1.13607e-12, -1.00578e-11]	0.101366	-0.00351773
11	0.1	[-0.0101854, -0.277692, 0.00956019, -0.0188667, 0.00562701, 0.0423002, 0.000816767, 0.0482597, -0.000621315, 0.0382021, 0.000661596]	0.0415854	0.588308
11	1.6681	[0.00249158, -0.0624946, 0.00305234, -0.0308164, 0.00204064, -0.0152182, 0.00108725, -0.00648754, 0.000525134, -0.00113872, 0.000285651]	0.0693495	0.313445
11	27.8256	[0.000571914, -0.00703541, 0.000550932, -0.00512946, 0.000452686, -0.00404976, 0.000367313, -0.00336253, 0.000311733, -0.00288592, 0.000280276]	0.0940953	0.0684626
11	464.159	[4.05553e-05, -0.000463181, 3.90393e-05, -0.000351051, 3.29218e-05, -0.000285938, 2.75891e-05, -0.000243592, 2.40535e-05, -0.000213647, 2.19813e-05]	0.100833	0.00176344
11	7742.64	[2.45838e-06, -2.79401e-05, 2.36667e-06, -2.12276e-05, 1.9991e-06, -1.73229e-05, 1.67856e-06, -1.47798e-05, 1.46576e-06, -1.29791e-05, 1.34074e-06]	0.101334	-0.00319686
11	129155	[1.47475e-07, -1.67559e-06, 1.41974e-07, -1.27323e-06, 1.19936e-07, -1.03914e-06, 1.00716e-07, -8.8667e-07, 8.79566e-08, -7.78696e-07, 8.04593e-08]	0.101364	-0.00349848
11	2.15443e+06	[8.84124e-09, -1.00451e-07, 8.51148e-09, -7.63303e-08, 7.19028e-09, -6.22973e-08, 6.03812e-09, -5.31568e-08, 5.27317e-09, -4.66839e-08, 4.82371e-09]	0.101366	-0.00351657
11	3.59381e+07	[5.30019e-10, -6.02191e-09, 5.10251e-10, -4.57589e-09, 4.31047e-10, -3.73463e-09, 3.61977e-10, -3.18667e-09, 3.16119e-10, -2.79863e-09, 2.89175e-10]	0.101366	-0.00351766
11	5.99484e+08	[3.17738e-11, -3.61004e-10, 3.05887e-11, -2.74317e-10, 2.58406e-11, -2.23885e-10, 2.16999e-11, -1.91036e-10, 1.89509e-11, -1.67774e-10, 1.73356e-11]	0.101366	-0.00351772
11	1e+10	[1.90479e-12, -2.16416e-11, 1.83375e-12, -1.64449e-11, 1.5491e-12, -1.34216e-11, 1.30088e-12, -1.14523e-11, 1.13607e-12, -1.00578e-11, 1.03924e-12]	0.101366	-0.00351773
12	0.1	[-0.0102741, -0.275963, 0.00951473, -0.019126, 0.00560607, 0.0394599, 0.000824874, 0.0429665, -0.000576745, 0.0307727, 0.000747767, 0.0151508]	0.0417244	0.586931
12	1.6681	[0.00248255, -0.062629, 0.00304593, -0.031046, 0.00203884, -0.0155151, 0.0010894, -0.00683135, 0.000530247, -0.0015154, 0.000292952, 0.00195497]	0.0692468	0.314462
12	27.8256	[0.000571349, -0.0069822, 0.000550738, -0.00506443, 0.000452162, -0.00397845, 0.000366416, -0.00328784, 0.000310537, -0.00280952, 0.000278852, -0.00245687]	0.0938155	0.0712327
12	464.159	[4.05501e-05, -0.000462886, 3.90365e-05, -0.000350698, 3.29176e-05, -0.000285555, 2.75832e-05, -0.000243194, 2.40462e-05, -0.000213241, 2.1973e-05, -0.000190727]	0.100797	0.00212113
12	7742.64	[2.45836e-06, -2.7939e-05, 2.36666e-06, -2.12263e-05, 1.99908e-06, -1.73215e-05, 1.67853e-06, -1.47784e-05, 1.46573e-06, -1.29776e-05, 1.34071e-06, -1.16222e-05]	0.101331	-0.00317439
12	129155	[1.47475e-07, -1.67559e-06, 1.41974e-07, -1.27322e-06, 1.19935e-07, -1.03914e-06, 1.00716e-07, -8.86665e-07, 8.79565e-08, -7.78691e-07, 8.04592e-08, -6.97416e-07]	0.101364	-0.00349713
12	2.15443e+06	[8.84124e-09, -1.00451e-07, 8.51148e-09, -7.63302e-08, 7.19028e-09, -6.22972e-08, 6.03812e-09, -5.31568e-08, 5.27317e-09, -4.66838e-08, 4.82371e-09, -4.18114e-08]	0.101366	-0.00351649
12	3.59381e+07	[5.30019e-10, -6.02191e-09, 5.10251e-10, -4.57589e-09, 4.31047e-10, -3.73463e-09, 3.61977e-10, -3.18667e-09, 3.16119e-10, -2.79863e-09, 2.89175e-10, -2.50654e-09]	0.101366	-0.00351765
12	5.99484e+08	[3.17738e-11, -3.61004e-10, 3.05887e-11, -2.74317e-10, 2.58406e-11, -2.23885e-10, 2.16999e-11, -1.91036e-10, 1.89509e-11, -1.67774e-10, 1.73356e-11, -1.50263e-10]	0.101366	-0.00351772
12	1e+10	[1.90479e-12, -2.16416e-11, 1.83375e-12, -1.64449e-11, 1.5491e-12, -1.34216e-11, 1.30088e-12, -1.14523e-11, 1.13607e-12, -1.00578e-11, 1.03924e-12, -9.00803e-12]	0.101366	-0.00351773
13	0.1	[-0.0101333, -0.27597, 0.00966688, -0.0191298, 0.00548357, 0.0394576, 0.000365611, 0.0429677, -0.00135966, 0.030779, -0.000323006, 0.0151632, 0.00231297]	0.0417277	0.586898
13	1.6681	[0.0024768, -0.0626297, 0.00302888, -0.0310463, 0.00201317, -0.015515, 0.00105744, -0.00683094, 0.000493735, -0.00151475, 0.000253141, 0.00195579, 0.000216066]	0.0692478	0.314452
13	27.8256	[0.000567157, -0.00698212, 0.00054482, -0.00506433, 0.000445325, -0.00397833, 0.000359055, -0.00328771, 0.000302877, -0.00280937, 0.000271033, -0.00245671, 0.000255047]	0.0938099	0.0712881
13	464.159	[4.05246e-05, -0.000462886, 3.90016e-05, -0.000350697, 3.2878e-05, -0.000285554, 2.7541e-05, -0.000243193, 2.40027e-05, -0.00021324, 2.19288e-05, -0.000190726, 2.08167e-05]	0.100796	0.00212966
13	7742.64	[2.45827e-06, -2.7939e-05, 2.36653e-06, -2.12263e-05, 1.99893e-06, -1.73215e-05, 1.67838e-06, -1.47784e-05, 1.46557e-06, -1.29776e-05, 1.34055e-06, -1.16222e-05, 1.27322e-06]	0.101331	-0.00317385
13	129155	[1.47474e-07, -1.67559e-06, 1.41974e-07, -1.27322e-06, 1.19935e-07, -1.03914e-06, 1.00716e-07, -8.86665e-07, 8.79559e-08, -7.78691e-07, 8.04586e-08, -6.97416e-07, 7.64199e-08]	0.101364	-0.00349709
13	2.15443e+06	[8.84123e-09, -1.00451e-07, 8.51148e-09, -7.63302e-08, 7.19028e-09, -6.22972e-08, 6.03811e-09, -5.31568e-08, 5.27317e-09, -4.66838e-08, 4.82371e-09, -4.18114e-08, 4.58158e-09]	0.101366	-0.00351649
13	3.59381e+07	[5.30019e-10, -6.02191e-09, 5.10251e-10, -4.57589e-09, 4.31047e-10, -3.73463e-09, 3.61977e-10, -3.18667e-09, 3.16119e-10, -2.79863e-09, 2.89175e-10, -2.50654e-09, 2.7466e-10]	0.101366	-0.00351765
13	5.99484e+08	[3.17738e-11, -3.61004e-10, 3.05887e-11, -2.74317e-10, 2.58406e-11, -2.23885e-10, 2.16999e-11, -1.91036e-10, 1.89509e-11, -1.67774e-10, 1.73356e-11, -1.50263e-10, 1.64654e-11]	0.101366	-0.00351772
13	1e+10	[1.90479e-12, -2.16416e-11, 1.83375e-12, -1.64449e-11, 1.5491e-12, -1.34216e-11, 1.30088e-12, -1.14523e-11, 1.13607e-12, -1.00578e-11, 1.03924e-12, -9.00803e-12, 9.87077e-13]	0.101366	-0.00351773
14	0.1	[-0.0101335, -0.275959, 0.00966679, -0.0191256, 0.00548338, 0.0394481, 0.000365426, 0.0429431, -0.00135968, 0.0307401, -0.000322745, 0.0151115, 0.0023136, 0.000117674]	0.0417288	0.586887
14	1.6681	[0.00246023, -0.0627934, 0.00301706, -0.0313662, 0.00200868, -0.0159544, 0.00105932, -0.0073594, 0.000500551, -0.0021096, 0.000263771, 0.00131138, 0.000229777, 0.00365203]	0.0690685	0.316226
14	27.8256	[0.000566885, -0.00694048, 0.000544769, -0.00501243, 0.00044495, -0.00392054, 0.00035833, -0.00322642, 0.000301871, -0.00274602, 0.000269807, -0.00239222, 0.000253643, -0.00211891]	0.0936214	0.0731543
14	464.159	[4.05209e-05, -0.000462635, 3.89995e-05, -0.000350392, 3.28744e-05, -0.000285218, 2.75357e-05, -0.00024284, 2.39959e-05, -0.000212878, 2.19209e-05, -0.000190359, 2.0808e-05, -0.000172621]	0.100767	0.00241733
14	7742.64	[2.45825e-06, -2.79381e-05, 2.36653e-06, -2.12252e-05, 1.99892e-06, -1.73203e-05, 1.67836e-06, -1.47771e-05, 1.46554e-06, -1.29762e-05, 1.34052e-06, -1.16208e-05, 1.27319e-06, -1.05517e-05]	0.10133	-0.0031556
14	129155	[1.47474e-07, -1.67559e-06, 1.41974e-07, -1.27322e-06, 1.19935e-07, -1.03913e-06, 1.00716e-07, -8.8666e-07, 8.79558e-08, -7.78686e-07, 8.04585e-08, -6.97411e-07, 7.64197e-08, -6.33302e-07]	0.101364	-0.00349599
14	2.15443e+06	[8.84123e-09, -1.00451e-07, 8.51148e-09, -7.63302e-08, 7.19028e-09, -6.22972e-08, 6.03811e-09, -5.31567e-08, 5.27317e-09, -4.66838e-08, 4.82371e-09, -4.18114e-08, 4.58158e-09, -3.79681e-08]	0.101366	-0.00351642
14	3.59381e+07	[5.30019e-10, -6.02191e-09, 5.10251e-10, -4.57589e-09, 4.31047e-10, -3.73463e-09, 3.61977e-10, -3.18667e-09, 3.16119e-10, -2.79863e-09, 2.89175e-10, -2.50654e-09, 2.7466e-10, -2.27614e-09]	0.101366	-0.00351765
14	5.99484e+08	[3.17738e-11, -3.61004e-10, 3.05887e-11, -2.74317e-10, 2.58406e-11, -2.23885e-10, 2.16999e-11, -1.91036e-10, 1.89509e-11, -1.67774e-10, 1.73356e-11, -1.50263e-10, 1.64654e-11, -1.36451e-10]	0.101366	-0.00351772
14	1e+10	[1.90479e-12, -2.16416e-11, 1.83375e-12, -1.64449e-11, 1.5491e-12, -1.34216e-11, 1.30088e-12, -1.14523e-11, 1.13607e-12, -1.00578e-11, 1.03924e-12, -9.00803e-12, 9.87077e-13, -8.18002e-12]	0.101366	-0.00351773
15	0.1	[-0.00999796, -0.275958, 0.00996284, -0.0191291, 0.00551711, 0.0394398, -7.47096e-06, 0.0429361, -0.00216505, 0.0307396, -0.00153932, 0.0151211, 0.000724119, 0.00013991, 0.00377574]	0.0417331	0.586845
15	1.6681	[0.00245679, -0.0627943, 0.00300249, -0.0313666, 0.00198479, -0.0159544, 0.00102817, -0.00735907, 0.000463839, -0.00210901, 0.000222805, 0.00131218, 0.000185555, 0.00365302, 0.00026016]	0.0690703	0.316209
15	27.8256	[0.000563347, -0.00694042, 0.000539668, -0.00501234, 0.000438962, -0.00392044, 0.000351799, -0.00322629, 0.000295002, -0.00274588, 0.00026273, -0.00239207, 0.000246447, -0.00211874, 0.000239584]	0.0936176	0.0731922
15	464.159	[4.04978e-05, -0.000462635, 3.89673e-05, -0.000350391, 3.28374e-05, -0.000285217, 2.74958e-05, -0.000242839, 2.39544e-05, -0.000212877, 2.18785e-05, -0.000190358, 2.0765e-05, -0.00017262, 2.02238e-05]	0.100766	0.00242476
15	7742.64	[2.45816e-06, -2.79381e-05, 2.36641e-06, -2.12252e-05, 1.99878e-06, -1.73203e-05, 1.67821e-06, -1.47771e-05, 1.46539e-06, -1.29762e-05, 1.34036e-06, -1.16208e-05, 1.27303e-06, -1.05517e-05, 1.24001e-06]	0.101329	-0.00315512
15	129155	[1.47474e-07, -1.67559e-06, 1.41973e-07, -1.27322e-06, 1.19934e-07, -1.03913e-06, 1.00715e-07, -8.8666e-07, 8.79552e-08, -7.78686e-07, 8.04579e-08, -6.97411e-07, 7.64192e-08, -6.33302e-07, 7.44379e-08]	0.101364	-0.00349597
15	2.15443e+06	[8.84123e-09, -1.00451e-07, 8.51148e-09, -7.63302e-08, 7.19028e-09, -6.22972e-08, 6.03811e-09, -5.31567e-08, 5.27317e-09, -4.66838e-08, 4.82371e-09, -4.18114e-08, 4.58158e-09, -3.79681e-08, 4.4628e-09]	0.101366	-0.00351642
15	3.59381e+07	[5.30019e-10, -6.02191e-09, 5.10251e-10, -4.57589e-09, 4.31047e-10, -3.73463e-09, 3.61977e-10, -3.18667e-09, 3.16119e-10, -2.79863e-09, 2.89175e-10, -2.50654e-09, 2.7466e-10, -2.27614e-09, 2.67539e-10]	0.101366	-0.00351765
15	5.99484e+08	[3.17738e-11, -3.61004e-10, 3.05887e-11, -2.74317e-10, 2.58406e-11, -2.23885e-10, 2.16999e-11, -1.91036e-10, 1.89509e-11, -1.67774e-10, 1.73356e-11, -1.50263e-10, 1.64654e-11, -1.36451e-10, 1.60385e-11]	0.101366	-0.00351772
15	1e+10	[1.90479e-12, -2.16416e-11, 1.83375e-12, -1.64449e-11, 1.5491e-12, -1.34216e-11, 1.30088e-12, -1.14523e-11, 1.13607e-12, -1.00578e-11, 1.03924e-12, -9.00803e-12, 9.87077e-13, -8.18002e-12, 9.61485e-13]	0.101366	-0.00351773
