d	lambda	params	MSE	R2
6	3.59381e+07	[5.02214e-11, -5.80474e-09, 3.9681e-11, -4.44961e-09, 1.28378e-10, -3.72143e-09]	0.105368	-0.00354333
6	5.99484e+08	[3.01069e-12, -3.47985e-10, 2.37881e-12, -2.66747e-10, 7.69607e-12, -2.23094e-10]	0.105368	-0.00354338
6	1e+10	[1.80486e-13, -2.08611e-11, 1.42606e-13, -1.59911e-11, 4.61368e-13, -1.33741e-11]	0.105368	-0.00354338
7	0.1	[0.016514, -0.282537, -0.0141997, 0.0110586, -0.00500167, 0.100597, 0.00415219]	0.0414058	0.605645
7	1.6681	[0.000775258, -0.0608077, -0.00165756, -0.0314632, -0.00107218, -0.0179721, -0.000296985]	0.0708661	0.32506
7	27.8256	[3.96851e-05, -0.00693045, 2.12061e-06, -0.00517017, 0.000104129, -0.00424397, 0.00019781]	0.0993757	0.0535308
7	464.159	[3.77111e-06, -0.000447205, 2.85821e-06, -0.00034224, 9.67612e-06, -0.000285915, 1.57409e-05]	0.104963	0.00031461
7	7742.64	[2.32679e-07, -2.69351e-05, 1.83404e-07, -2.0645e-05, 5.94921e-07, -1.72653e-05, 9.60251e-07]	0.105344	-0.00331033
7	129155	[1.39729e-08, -1.61517e-06, 1.10387e-08, -1.2381e-06, 3.57186e-08, -1.03548e-06, 5.76259e-08]	0.105367	-0.00352941
7	2.15443e+06	[8.37738e-10, -9.68287e-08, 6.61909e-10, -7.42239e-08, 2.14147e-09, -6.20771e-08, 3.4548e-09]	0.105368	-0.00354255
7	3.59381e+07	[5.02214e-11, -5.80474e-09, 3.9681e-11, -4.44961e-09, 1.28378e-10, -3.72143e-09, 2.0711e-10]	0.105368	-0.00354333
7	5.99484e+08	[3.01069e-12, -3.47985e-10, 2.37881e-12, -2.66747e-10, 7.69607e-12, -2.23094e-10, 1.2416e-11]	0.105368	-0.00354338
7	1e+10	[1.80486e-13, -2.08611e-11, 1.42606e-13, -1.59911e-11, 4.61368e-13, -1.33741e-11, 7.44317e-13]	0.105368	-0.00354338
8	0.1	[0.0166684, -0.279801, -0.0138179, -0.0134621, -0.0043724, 0.0560708, 0.00482701, 0.0714043]	0.040986	0.609643
8	1.6681	[0.000749986, -0.0594185, -0.00174415, -0.0296572, -0.00119474, -0.0159472, -0.000442663, -0.00854578]	0.070964	0.324128
8	27.8256	[3.35758e-05, -0.00683236, -8.66221e-06, -0.00505925, 9.09714e-05, -0.00412844, 0.000183207, -0.00356022]	0.0986913	0.060049
8	464.159	[3.73863e-06, -0.000446747, 2.80356e-06, -0.000341727, 9.61047e-06, -0.000285383, 1.56686e-05, -0.000250332]	0.104903	0.000891519
8	7742.64	[2.32559e-07, -2.69334e-05, 1.83203e-07, -2.06432e-05, 5.9468e-07, -1.72634e-05, 9.59986e-07, -1.51582e-05]	0.10534	-0.0032749
8	129155	[1.39724e-08, -1.61517e-06, 1.1038e-08, -1.23809e-06, 3.57177e-08, -1.03548e-06, 5.76249e-08, -9.0926e-07]	0.105367	-0.00352728
8	2.15443e+06	[8.37737e-10, -9.68287e-08, 6.61906e-10, -7.42239e-08, 2.14146e-09, -6.20771e-08, 3.45479e-09, -5.45107e-08]	0.105368	-0.00354242
8	3.59381e+07	[5.02214e-11, -5.80474e-09, 3.9681e-11, -4.44961e-09, 1.28378e-10, -3.72143e-09, 2.0711e-10, -3.26784e-09]	0.105368	-0.00354333
8	5.99484e+08	[3.01069e-12, -3.47985e-10, 2.37881e-12, -2.66747e-10, 7.69607e-12, -2.23094e-10, 1.2416e-11, -1.95902e-10]	0.105368	-0.00354338
8	1e+10	[1.80486e-13, -2.08611e-11, 1.42606e-13, -1.59911e-11, 4.61368e-13, -1.33741e-11, 7.44317e-13, -1.1744e-11]	0.105368	-0.00354338
9	0.1	[0.0173456, -0.279787, -0.0145582, -0.0134228, -0.00673328, 0.0561139, 0.00116626, 0.0714316, 0.00659563]	0.0409771	0.609728
9	1.6681	[0.000735315, -0.0594175, -0.00177037, -0.0296555, -0.00122714, -0.0159451, -0.000478602, -0.00854329, 0.000165633]	0.0709642	0.324126
9	27.8256	[2.81089e-05, -0.00683174, -1.57341e-05, -0.00505843, 8.33025e-05, -0.00412748, 0.000175298, -0.00355917, 0.000248227]	0.098701	0.0599564
9	464.159	[3.70772e-06, -0.000446744, 2.7643e-06, -0.000341722, 9.56827e-06, -0.000285377, 1.56253e-05, -0.000250326, 2.03537e-05]	0.104904	0.00088267
9	7742.64	[2.32445e-07, -2.69334e-05, 1.83058e-07, -2.06431e-05, 5.94524e-07, -1.72634e-05, 9.59826e-07, -1.51582e-05, 1.24469e-06]	0.10534	-0.00327544
9	129155	[1.3972e-08, -1.61517e-06, 1.10374e-08, -1.23809e-06, 3.57171e-08, -1.03547e-06, 5.76244e-08, -9.0926e-07, 7.47068e-08]	0.105367	-0.00352731
9	2.15443e+06	[8.37735e-10, -9.68287e-08, 6.61905e-10, -7.42239e-08, 2.14146e-09, -6.20771e-08, 3.45479e-09, -5.45107e-08, 4.47888e-09]	0.105368	-0.00354242
9	3.59381e+07	[5.02214e-11, -5.80474e-09, 3.9681e-11, -4.44961e-09, 1.28378e-10, -3.72143e-09, 2.0711e-10, -3.26784e-09, 2.68503e-10]	0.105368	-0.00354333
9	5.99484e+08	[3.01069e-12, -3.47985e-10, 2.37881e-12, -2.66747e-10, 7.69607e-12, -2.23094e-10, 1.2416e-11, -1.95902e-10, 1.60963e-11]	0.105368	-0.00354338
9	1e+10	[1.80486e-13, -2.08611e-11, 1.42606e-13, -1.59911e-11, 4.61368e-13, -1.33741e-11, 7.44317e-13, -1.1744e-11, 9.64949e-13]	0.105368	-0.00354338
10	0.1	[0.0174642, -0.275717, -0.0143003, -0.0195628, -0.00642237, 0.0409355, 0.00137378, 0.0490974, 0.00658418, 0.0423307]	0.0411781	0.607813
10	1.6681	[0.000724752, -0.0590362, -0.00179728, -0.0291191, -0.00126301, -0.0153154, -0.000519643, -0.0078558, 0.000121936, -0.00333381]	0.0710315	0.323485
10	27.8256	[2.23215e-05, -0.00675434, -2.53517e-05, -0.0049688, 7.18096e-05, -0.00403247, 0.000162714, -0.00346182, 0.000235003, -0.00307332]	0.0982141	0.0645934
10	464.159	[3.67391e-06, -0.000446354, 2.71056e-06, -0.000341276, 9.50502e-06, -0.000284907, 1.55567e-05, -0.000249846, 2.02818e-05, -0.000225526]	0.104855	0.00134139
10	7742.64	[2.32319e-07, -2.6932e-05, 1.82859e-07, -2.06415e-05, 5.9429e-07, -1.72616e-05, 9.59573e-07, -1.51564e-05, 1.24443e-06, -1.36944e-05]	0.105337	-0.00324707
10	129155	[1.39716e-08, -1.61516e-06, 1.10367e-08, -1.23809e-06, 3.57163e-08, -1.03547e-06, 5.76234e-08, -9.09254e-07, 7.47058e-08, -8.21589e-07]	0.105366	-0.00352561
10	2.15443e+06	[8.37734e-10, -9.68287e-08, 6.61902e-10, -7.42239e-08, 2.14146e-09, -6.20771e-08, 3.45479e-09, -5.45107e-08, 4.47887e-09, -4.92552e-08]	0.105368	-0.00354232
10	3.59381e+07	[5.02214e-11, -5.80474e-09, 3.96809e-11, -4.44961e-09, 1.28378e-10, -3.72143e-09, 2.0711e-10, -3.26784e-09, 2.68503e-10, -2.95278e-09]	0.105368	-0.00354332
10	5.99484e+08	[3.01069e-12, -3.47985e-10, 2.37881e-12, -2.66747e-10, 7.69607e-12, -2.23094e-10, 1.2416e-11, -1.95902e-10, 1.60963e-11, -1.77015e-10]	0.105368	-0.00354338
10	1e+10	[1.80486e-13, -2.08611e-11, 1.42606e-13, -1.59911e-11, 4.61368e-13, -1.33741e-11, 7.44317e-13, -1.1744e-11, 9.64949e-13, -1.06118e-11]	0.105368	-0.00354338
11	0.1	[0.0179927, -0.275699, -0.0143506, -0.0195194, -0.00755117, 0.0409758, -0.000755043, 0.0491114, 0.00362417, 0.0423037, 0.00616933]	0.041175	0.607843
11	1.6681	[0.000693471, -0.0590335, -0.0018602, -0.0291149, -0.00134504, -0.0153103, -0.000613772, -0.00785018, 1.98644e-05, -0.00332801, 0.000529573]	0.0710311	0.323488
11	27.8256	[1.67151e-05, -0.00675363, -3.27819e-05, -0.00496787, 6.36111e-05, -0.00403141, 0.000154146, -0.00346067, 0.000226261, -0.00307212, 0.000280861]	0.098224	0.0644998
11	464.159	[3.64003e-06, -0.000446349, 2.66663e-06, -0.00034127, 9.45709e-06, -0.0002849, 1.55069e-05, -0.000249838, 2.02313e-05, -0.000225519, 2.37479e-05]	0.104856	0.00133188
11	7742.64	[2.32193e-07, -2.6932e-05, 1.82696e-07, -2.06415e-05, 5.94113e-07, -1.72616e-05, 9.59388e-07, -1.51564e-05, 1.24424e-06, -1.36943e-05, 1.45601e-06]	0.105337	-0.00324766
11	129155	[1.39711e-08, -1.61516e-06, 1.10361e-08, -1.23809e-06, 3.57157e-08, -1.03547e-06, 5.76228e-08, -9.09254e-07, 7.47052e-08, -8.21589e-07, 8.74036e-08]	0.105366	-0.00352564
11	2.15443e+06	[8.37732e-10, -9.68287e-08, 6.619e-10, -7.42239e-08, 2.14146e-09, -6.20771e-08, 3.45479e-09, -5.45107e-08, 4.47887e-09, -4.92552e-08, 5.24014e-09]	0.105368	-0.00354232
11	3.59381e+07	[5.02214e-11, -5.80474e-09, 3.96809e-11, -4.44961e-09, 1.28378e-10, -3.72143e-09, 2.0711e-10, -3.26784e-09, 2.68503e-10, -2.95278e-09, 3.14139e-10]	0.105368	-0.00354332
11	5.99484e+08	[3.01069e-12, -3.47985e-10, 2.37881e-12, -2.66747e-10, 7.69607e-12, -2.23094e-10, 1.2416e-11, -1.95902e-10, 1.60963e-11, -1.77015e-10, 1.88322e-11]	0.105368	-0.00354338
11	1e+10	[1.80486e-13, -2.08611e-11, 1.42606e-13, -1.59911e-11, 4.61368e-13, -1.33741e-11, 7.44317e-13, -1.1744e-11, 9.64949e-13, -1.06118e-11, 1.12896e-12]	0.105368	-0.00354338
12	0.1	[0.0180249, -0.273599, -0.0142094, -0.0203805, -0.00737321, 0.0368704, -0.000634351, 0.04214, 0.00362331, 0.0329404, 0.00600833, 0.020441]	0.0413574	0.606106
12	1.6681	[0.00069243, -0.0590091, -0.00186228, -0.0290777, -0.00134761, -0.0152647, -0.000616548, -0.00779887, 1.70637e-05, -0.00327278, 0.00052688, -0.000300071]	0.0710378	0.323425
12	27.8256	[1.14254e-05, -0.00669107, -4.12404e-05, -0.0048941, 5.36614e-05, -0.00395213, 0.000143375, -0.00337853, 0.000215049, -0.00298858, 0.000269476, -0.00270285]	0.0978645	0.0679229
12	464.159	[3.60621e-06, -0.000446008, 2.61471e-06, -0.000340874, 9.39686e-06, -0.000284478, 1.54422e-05, -0.000249404, 2.01641e-05, -0.000225079, 2.36797e-05, -0.000206924]	0.104817	0.00170965
12	7742.64	[2.32067e-07, -2.69307e-05, 1.82503e-07, -2.064e-05, 5.93889e-07, -1.72601e-05, 9.59147e-07, -1.51548e-05, 1.24399e-06, -1.36927e-05, 1.45575e-06, -1.26001e-05]	0.105335	-0.00322412
12	129155	[1.39707e-08, -1.61516e-06, 1.10354e-08, -1.23808e-06, 3.57149e-08, -1.03546e-06, 5.76219e-08, -9.09248e-07, 7.47043e-08, -8.21583e-07, 8.74027e-08, -7.56068e-07]	0.105366	-0.00352423
12	2.15443e+06	[8.3773e-10, -9.68287e-08, 6.61897e-10, -7.42238e-08, 2.14145e-09, -6.20771e-08, 3.45478e-09, -5.45106e-08, 4.47887e-09, -4.92552e-08, 5.24013e-09, -4.53276e-08]	0.105368	-0.00354224
12	3.59381e+07	[5.02214e-11, -5.80474e-09, 3.96809e-11, -4.44961e-09, 1.28378e-10, -3.72143e-09, 2.0711e-10, -3.26784e-09, 2.68503e-10, -2.95278e-09, 3.14139e-10, -2.71733e-09]	0.105368	-0.00354332
12	5.99484e+08	[3.01069e-12, -3.47985e-10, 2.37881e-12, -2.66747e-10, 7.69607e-12, -2.23094e-10, 1.2416e-11, -1.95902e-10, 1.60963e-11, -1.77015e-10, 1.88322e-11, -1.629e-10]	0.105368	-0.00354338
12	1e+10	[1.80486e-13, -2.08611e-11, 1.42606e-13, -1.59911e-11, 4.61368e-13, -1.33741e-11, 7.44317e-13, -1.1744e-11, 9.64949e-13, -1.06118e-11, 1.12896e-12, -9.76558e-12]	0.105368	-0.00354338
13	0.1	[0.0183322, -0.273588, -0.0140157, -0.0203418, -0.00775874, 0.0369105, -0.00164107, 0.0421604, 0.00205746, 0.0329282, 0.00396443, 0.0203893, 0.00480392]	0.0413578	0.606102
13	1.6681	[0.000661284, -0.0590052, -0.00193367, -0.0290723, -0.00144576, -0.0152586, -0.000732937, -0.00779266, -0.000112114, -0.00326678, 0.000388555, -0.00029457, 0.000794319]	0.0710372	0.323431
13	27.8256	[5.94241e-06, -0.00669032, -4.86444e-05, -0.00489314, 4.53777e-05, -0.00395103, 0.000134624, -0.00337736, 0.000206041, -0.00298736, 0.000260334, -0.00270162, 0.000300711]	0.0978742	0.0678308
13	464.159	[3.57087e-06, -0.000446003, 2.56817e-06, -0.000340867, 9.34549e-06, -0.00028447, 1.53883e-05, -0.000249396, 2.01091e-05, -0.00022507, 2.36241e-05, -0.000206915, 2.61674e-05]	0.104818	0.00169975
13	7742.64	[2.31935e-07, -2.69307e-05, 1.82329e-07, -2.064e-05, 5.93697e-07, -1.726e-05, 9.58947e-07, -1.51548e-05, 1.24379e-06, -1.36927e-05, 1.45555e-06, -1.26001e-05, 1.60845e-06]	0.105335	-0.00322474
13	129155	[1.39702e-08, -1.61516e-06, 1.10348e-08, -1.23808e-06, 3.57142e-08, -1.03546e-06, 5.76212e-08, -9.09248e-07, 7.47035e-08, -8.21583e-07, 8.7402e-08, -7.56068e-07, 9.65698e-08]	0.105366	-0.00352427
13	2.15443e+06	[8.37729e-10, -9.68287e-08, 6.61895e-10, -7.42238e-08, 2.14145e-09, -6.20771e-08, 3.45478e-09, -5.45106e-08, 4.47886e-09, -4.92552e-08, 5.24013e-09, -4.53276e-08, 5.78973e-09]	0.105368	-0.00354224
13	3.59381e+07	[5.02214e-11, -5.80474e-09, 3.96809e-11, -4.44961e-09, 1.28378e-10, -3.72143e-09, 2.0711e-10, -3.26784e-09, 2.68503e-10, -2.95278e-09, 3.14139e-10, -2.71733e-09, 3.47087e-10]	0.105368	-0.00354332
13	5.99484e+08	[3.01069e-12, -3.47985e-10, 2.37881e-12, -2.66747e-10, 7.69607e-12, -2.23094e-10, 1.2416e-11, -1.95902e-10, 1.60963e-11, -1.77015e-10, 1.88322e-11, -1.629e-10, 2.08073e-11]	0.105368	-0.00354338
13	1e+10	[1.80486e-13, -2.08611e-11, 1.42606e-13, -1.59911e-11, 4.61368e-13, -1.33741e-11, 7.44317e-13, -1.1744e-11, 9.64949e-13, -1.06118e-11, 1.12896e-12, -9.76558e-12, 1.24737e-12]	0.105368	-0.00354338
14	0.1	[0.0183319, -0.273086, -0.0139784, -0.0202761, -0.00770476, 0.0363442, -0.00159783, 0.0409702, 0.00207139, 0.0311806, 0.00393832, 0.018161, 0.00473246, 0.00547747]	0.0414119	0.605587
14	1.6681	[0.000666975, -0.0590926, -0.00192407, -0.0292175, -0.00143478, -0.0154447, -0.000721846, -0.00800804, -0.000101683, -0.00350348, 0.000397795, -0.000547001, 0.000801981, 0.0015097]	0.0710043	0.323744
14	27.8256	[1.20266e-06, -0.00663888, -5.60194e-05, -0.00483157, 3.68147e-05, -0.0038841, 0.000125448, -0.00330738, 0.000196575, -0.00291564, 0.000250801, -0.00262895, 0.000291282, -0.00240789]	0.0976023	0.0704204
14	464.159	[3.53785e-06, -0.000445701, 2.51864e-06, -0.000340511, 9.28863e-06, -0.000284088, 1.53277e-05, -0.000248999, 2.00466e-05, -0.000224665, 2.35612e-05, -0.000206507, 2.6105e-05, -0.00019225]	0.104784	0.00201821
14	7742.64	[2.31811e-07, -2.69296e-05, 1.82144e-07, -2.06387e-05, 5.93484e-07, -1.72586e-05, 9.5872e-07, -1.51533e-05, 1.24355e-06, -1.36912e-05, 1.45531e-06, -1.25986e-05, 1.60822e-06, -1.17397e-05]	0.105333	-0.00320476
14	129155	[1.39697e-08, -1.61515e-06, 1.10341e-08, -1.23808e-06, 3.57134e-08, -1.03546e-06, 5.76204e-08, -9.09242e-07, 7.47027e-08, -8.21578e-07, 8.74011e-08, -7.56062e-07, 9.6569e-08, -7.04556e-07]	0.105366	-0.00352307
14	2.15443e+06	[8.37727e-10, -9.68287e-08, 6.61893e-10, -7.42238e-08, 2.14145e-09, -6.20771e-08, 3.45478e-09, -5.45106e-08, 4.47886e-09, -4.92552e-08, 5.24013e-09, -4.53276e-08, 5.78973e-09, -4.22398e-08]	0.105368	-0.00354217
14	3.59381e+07	[5.02214e-11, -5.80473e-09, 3.96809e-11, -4.44961e-09, 1.28378e-10, -3.72143e-09, 2.0711e-10, -3.26784e-09, 2.68503e-10, -2.95278e-09, 3.14139e-10, -2.71733e-09, 3.47087e-10, -2.53222e-09]	0.105368	-0.00354331
14	5.99484e+08	[3.01069e-12, -3.47985e-10, 2.37881e-12, -2.66747e-10, 7.69607e-12, -2.23094e-10, 1.2416e-11, -1.95902e-10, 1.60963e-11, -1.77015e-10, 1.88322e-11, -1.629e-10, 2.08073e-11, -1.51803e-10]	0.105368	-0.00354338
14	1e+10	[1.80486e-13, -2.08611e-11, 1.42606e-13, -1.59911e-11, 4.61368e-13, -1.33741e-11, 7.44317e-13, -1.1744e-11, 9.64949e-13, -1.06118e-11, 1.12896e-12, -9.76558e-12, 1.24737e-12, -9.10034e-12]	0.105368	-0.00354338
15	0.1	[0.0184836, -0.273083, -0.0137713, -0.0202482, -0.00777112, 0.0363771, -0.00200876, 0.0409925, 0.00132549, 0.0311829, 0.00289086, 0.0181382, 0.00342139, 0.00542742, 0.0034192]	0.0414134	0.605572
15	1.6681	[0.000642173, -0.0590878, -0.00199058, -0.0292115, -0.0015314, -0.0154385, -0.000840219, -0.00800208, -0.000236081, -0.00349819, 0.000251393, -0.00054266, 0.000646472, 0.00151289, 0.000975317]	0.071004	0.323747
15	27.8256	[-4.02e-06, -0.00663812, -6.31789e-05, -0.00483061, 2.87123e-05, -0.00388302, 0.000116809, -0.00330624, 0.000187616, -0.00291447, 0.000241651, -0.00262778, 0.000282023, -0.00240674, 0.000311655]	0.0976117	0.0703314
15	464.159	[3.50207e-06, -0.000445695, 2.47096e-06, -0.000340504, 9.2355e-06, -0.00028408, 1.52716e-05, -0.00024899, 1.99889e-05, -0.000224656, 2.35025e-05, -0.000206498, 2.60459e-05, -0.000192241, 2.78261e-05]	0.104785	0.00200811
15	7742.64	[2.31677e-07, -2.69296e-05, 1.81965e-07, -2.06387e-05, 5.93285e-07, -1.72586e-05, 9.5851e-07, -1.51533e-05, 1.24334e-06, -1.36912e-05, 1.45509e-06, -1.25985e-05, 1.608e-06, -1.17396e-05, 1.71461e-06]	0.105333	-0.00320539
15	129155	[1.39693e-08, -1.61515e-06, 1.10335e-08, -1.23808e-06, 3.57127e-08, -1.03546e-06, 5.76196e-08, -9.09242e-07, 7.47019e-08, -8.21577e-07, 8.74003e-08, -7.56062e-07, 9.65682e-08, -7.04556e-07, 1.02959e-07]	0.105366	-0.0035231
15	2.15443e+06	[8.37725e-10, -9.68287e-08, 6.6189e-10, -7.42238e-08, 2.14144e-09, -6.20771e-08, 3.45478e-09, -5.45106e-08, 4.47886e-09, -4.92552e-08, 5.24012e-09, -4.53276e-08, 5.78973e-09, -4.22398e-08, 6.17287e-09]	0.105368	-0.00354217
15	3.59381e+07	[5.02214e-11, -5.80473e-09, 3.96809e-11, -4.44961e-09, 1.28378e-10, -3.72143e-09, 2.0711e-10, -3.26784e-09, 2.68503e-10, -2.95278e-09, 3.14139e-10, -2.71733e-09, 3.47087e-10, -2.53222e-09, 3.70056e-10]	0.105368	-0.00354331
15	5.99484e+08	[3.01069e-12, -3.47985e-10, 2.37881e-12, -2.66747e-10, 7.69607e-12, -2.23094e-10, 1.24159e-11, -1.95902e-10, 1.60963e-11, -1.77015e-10, 1.88322e-11, -1.629e-10, 2.08073e-11, -1.51803e-10, 2.21843e-11]	0.105368	-0.00354338
15	1e+10	[1.80486e-13, -2.08611e-11, 1.42606e-13, -1.59911e-11, 4.61368e-13, -1.33741e-11, 7.44317e-13, -1.1744e-11, 9.64949e-13, -1.06118e-11, 1.12896e-12, -9.76558e-12, 1.24737e-12, -9.10034e-12, 1.32991e-12]	0.105368	-0.00354338
